Date,GAME,GameID,Visitor Team,Home Team,VisTeamID,HomeTeamID,RATING,VIEWERS,Network,TeamIDsDate
9/23/2017,Mississippi State @ Georgia,Mississippi State-Georgia09-23-2017,Mississippi State,Georgia,MS,UGA,N/A,2897157,ESPN,MS@UGA09-23-2017
9/19/2015,S. Carolina @ Georiga,South Carolina-Georgia09-19-2015,South Carolina,Georgia,SCAR,UGA,1.9,3188941,ESPN,SCAR@UGA09-19-2015
8/30/2014,Clemson @ UGA,Clemson-Georgia08-30-2014,Clemson,Georgia,CU,UGA,2.3,3952421,ESPN,CU@UGA08-30-2014
9/27/2014,Tenn @ Georgia,Tennessee-Georgia09-27-2014,Tennessee,Georgia,TENN,UGA,3.1,4721001,ESPN,TENN@UGA09-27-2014
11/15/2014,Auburn @ Georgia,Auburn-Georgia11-15-2014,Auburn,Georgia,AU,UGA,2.6,4613243,ESPN,AU@UGA11-15-2014
9/7/2013,USC @ UGA,South Carolina-Georgia09-07-2013,South Carolina,Georgia,SCAR,UGA,4.3,7045237,ESPN,SCAR@UGA09-07-2013
10/12/2013,MZ @ UGA,Missouri-Georgia10-12-2013,Missouri,Georgia,MIZZU,UGA,2.1,2437682,ESPN,MIZZU@UGA10-12-2013
11/24/2012,Georgia Tech @ UGA,Georgia Tech-Georgia11-24-2012,Georgia Tech,Georgia,GT,UGA,1.7,2294725,ESPN,GT@UGA11-24-2012
9/3/2011,Boise St. @ UGA,Boise State-Georgia09-03-2011,Boise State,Georgia,BSU,UGA,2.6,3734734,ESPN,BSU@UGA09-03-2011
9/10/2011,USC @ UGA,South Carolina-Georgia09-10-2011,South Carolina,Georgia,SCAR,UGA,2.8,3949030,ESPN,SCAR@UGA09-10-2011
9/18/2010,ARK @ UGA,Arkansas-Georgia09-18-2010,Arkansas,Georgia,AR,UGA,3.31,4250580,ESPN,AR@UGA09-18-2010
11/27/2010,GA Tech @ UGA,Georgia Tech-Georgia11-27-2010,Georgia Tech,Georgia,GT,UGA,1.84,2746576,ESPN,GT@UGA11-27-2010
9/27/2008,ALA @ UGA,Alabama-Georgia09-27-2008,Alabama,Georgia,UA,UGA,4.6,N/A,ESPN,UA@UGA09-27-2008
10/7/2006,UT @ UGA,Tennessee-Georgia10-07-2006,Tennessee,Georgia,TENN,UGA,3.35,N/A,ESPN,TENN@UGA10-07-2006
11/3/2012,UM @ UGA,Mississippi (Ole Miss)-Georgia11-03-2012,Mississippi (Ole Miss),Georgia,OM,UGA,1.9,2900000,CBS,OM@UGA11-03-2012
9/3/2005,Boise State @ UGA,Boise State-Georgia09-03-2005,Boise State,Georgia,BSU,UGA,1.29,N/A,ESPN,BSU@UGA09-03-2005
9/10/2005,USC @ UGA,South Carolina-Georgia09-10-2005,South Carolina,Georgia,SCAR,UGA,2.47,N/A,ESPN,SCAR@UGA09-10-2005
11/12/2005,AU @ UGA,Auburn-Georgia11-12-2005,Auburn,Georgia,AU,UGA,3.95,N/A,ESPN,AU@UGA11-12-2005
8/31/2002,Clemson @ Georgia,Clemson-Georgia08-31-2002,Clemson,Georgia,CU,UGA,1.49,N/A,ESPN,CU@UGA08-31-2002
11/2/2002,Florida @ Georgia,Florida-Georgia11-02-2002,Florida,Georgia,UF,UGA,3.56,N/A,ESPN,UF@UGA11-02-2002
9/8/2001,S. Carolina @ Georgia,South Carolina-Georgia09-08-2001,South Carolina,Georgia,SCAR,UGA,1.94,N/A,ESPN,SCAR@UGA09-08-2001
9/22/2012,VU @ UGA,Vanderbilt-Georgia09-22-2012,Vanderbilt,Georgia,VANDY,UGA,0.6,886472,ESPN2,VANDY@UGA09-22-2012
9/12/2009,USC @ UGA,South Carolina-Georgia09-12-2009,South Carolina,Georgia,SCAR,UGA,1.83,1.15,ESPN2,SCAR@UGA09-12-2009
11/14/2009,AUB @ UGA,Auburn-Georgia11-14-2009,Auburn,Georgia,AU,UGA,1.53,1.06,ESPN2,AU@UGA11-14-2009
11/21/2009,UK @ UGA,Kentucky-Georgia11-21-2009,Kentucky,Georgia,UK,UGA,1.43,1,ESPN2,UK@UGA11-21-2009
11/9/2002,Ole Miss @ Georgia,Mississippi (Ole Miss)-Georgia11-09-2002,Mississippi (Ole Miss),Georgia,OM,UGA,1.28,N/A,ESPN,OM@UGA11-09-2002
9/8/2007,USC @ UGA,South Carolina-Georgia09-08-2007,South Carolina,Georgia,SCAR,UGA,1.98,1.41,ESPN2,SCAR@UGA09-08-2007
9/29/2001,Arkansas @ Georgia,Arkansas-Georgia09-29-2001,Arkansas,Georgia,AR,UGA,1.11,0.72,ESPN2,AR@UGA09-29-2001
9/1/2007,OKSU @ UGA,Oklahoma State-Georgia09-01-2007,Oklahoma State,Georgia,OKSTU,UGA,1.27,0.76,ESPN2,OKSTU@UGA09-01-2007
11/21/2015,Ga Southern @ Georgia,Georgia Southern-Georgia11-21-2015,Georgia Southern,Georgia,GAS,UGA,0.5,953702,ESPNU,GAS@UGA11-21-2015
11/23/2013,UK @ UGA,Kentucky-Georgia11-23-2013,Kentucky,Georgia,UK,UGA,0.5,952593,ESPNU,UK@UGA11-23-2013
9/4/2017,Tennessee @ Georgia Tech (ESPN),Tennessee-Georgia Tech09-04-2017,Tennessee,Georgia Tech,TENN,GT,N/A,5267782,ESPN,TENN@GT09-04-2017
11/26/2011,UGA @ Ga Tech,Georgia-Georgia Tech11-26-2011,Georgia,Georgia Tech,UGA,GT,1.9,2623723,ESPN,UGA@GT11-26-2011
11/26/2011,UGA @ GA Tech,Georgia-Georgia Tech11-26-2011,Georgia,Georgia Tech,UGA,GT,4.47,N/A,ESPN,UGA@GT11-26-2011
11/27/2015,Georgia @ GA Tech,Georgia-Georgia Tech11-27-2015,Georgia,Georgia Tech,UGA,GT,0.6,1022684,ESPN2,UGA@GT11-27-2015
11/29/2003,Alabama @ Hawaii,Alabama-Hawaii11-29-2003,Alabama,Hawaii,UA,HAWAII,1.72,N/A,ESPN,UA@HAWAII11-29-2003
11/30/2002,Alabama @ Hawaii,Alabama-Hawaii11-30-2002,Alabama,Hawaii,UA,HAWAII,1.49,N/A,ESPN,UA@HAWAII11-30-2002
10/31/2015,Vanderbilt @ Houston,Vanderbilt-Houston10-31-2015,Vanderbilt,Houston,VANDY,HOU,0.2,392271,ESPN2,VANDY@HOU10-31-2015
9/2/2017,Mississippi State @ Kansas State [ESPN],Mississippi State-Kansas State09-02-2017,Mississippi State,Kansas State,MS,KSU,N/A,1800174,ESPN,MS@KSU09-02-2017
9/18/2014,Auburn @ Kansas State,Auburn-Kansas State09-18-2014,Auburn,Kansas State,AU,KSU,2.3,3845783,ESPN,AU@KSU09-18-2014
11/3/2018,Georgia @ Kentucky,Georgia-Kentucky11-03-2018,Georgia,Kentucky,UGA,UK,2.6,4430000,CBS,UGA@UK11-03-2018
10/25/2014,Miss State @ Kentucky,Mississippi State-Kentucky10-25-2014,Mississippi State,Kentucky,MS,UK,3.1,4995000,CBS,MS@UK10-25-2014
9/5/2015,La. Lafayette @ Kentucky,Louisiana-Lafayette-Kentucky09-05-2015,Louisiana-Lafayette,Kentucky,ULLAF,UK,0.2,310456,ESPNU,ULLAF@UK09-05-2015
10/13/2007,LSU @ UK,LSU-Kentucky10-13-2007,LSU,Kentucky,LSU,UK,4.2,N/A,CBS,LSU@UK10-13-2007
10/20/2007,FLA @ UK,Florida-Kentucky10-20-2007,Florida,Kentucky,UF,UK,3.3,N/A,CBS,UF@UK10-20-2007
11/24/2007,UT @  UK,Tennessee-Kentucky11-24-2007,Tennessee,Kentucky,TENN,UK,3.3,N/A,CBS,TENN@UK11-24-2007
9/24/2005,UF @ UK,Florida-Kentucky09-24-2005,Florida,Kentucky,UF,UK,1.7,N/A,CBS,UF@UK09-24-2005
10/26/2002,Georgia @ Kentucky,Georgia-Kentucky10-26-2002,Georgia,Kentucky,UGA,UK,2.3,N/A,CBS,UGA@UK10-26-2002
10/15/2015,Auburn @ Kentucky,Auburn-Kentucky10-15-2015,Auburn,Kentucky,AU,UK,1.4,2225709,ESPN,AU@UK10-15-2015
11/8/2014,Georgia @ Kentucky,Georgia-Kentucky11-08-2014,Georgia,Kentucky,UGA,UK,1.9,2737136,ESPN,UGA@UK11-08-2014
9/7/2013,Louisville @ UK,Louisville-Kentucky09-07-2013,Louisville,Kentucky,LOU,UK,1.6,2279223,ESPN,LOU@UK09-07-2013
9/24/2011,FLA @ UK,Florida-Kentucky09-24-2011,Florida,Kentucky,UF,UK,1.7,2138785,ESPN,UF@UK09-24-2011
9/15/2007,Lou @ UK (ESPN Classic),Louisville-Kentucky09-15-2007,Louisville,Kentucky,LOU,UK,0.79,N/A,ESPN Classic,LOU@UK09-15-2007
9/4/2005,Louisville @ UK,Louisville-Kentucky09-04-2005,Louisville,Kentucky,LOU,UK,1.53,N/A,ESPN,LOU@UK09-04-2005
11/5/2011,UM @ UK,Mississippi (Ole Miss)-Kentucky11-05-2011,Mississippi (Ole Miss),Kentucky,OM,UK,0.7,785458,ESPNU,OM@UK11-05-2011
9/22/2018,Mississippi State @ Kentucky,Mississippi State-Kentucky09-22-2018,Mississippi State,Kentucky,MS,UK,N/A,1218693,ESPN2,MS@UK09-22-2018
10/12/2013,ALA @ UK,Alabama-Kentucky10-12-2013,Alabama,Kentucky,UA,UK,1.5,1720711,ESPN2,UA@UK10-12-2013
9/29/2012,USC @ UK,South Carolina-Kentucky09-29-2012,South Carolina,Kentucky,SCAR,UK,1.4,1873864,ESPN2,SCAR@UK09-29-2012
10/9/2010,AUB @ UK,Auburn-Kentucky10-09-2010,Auburn,Kentucky,AU,UK,1.36,1979634,ESPN2,AU@UK10-09-2010
10/16/2010,USC @ UK,South Carolina-Kentucky10-16-2010,South Carolina,Kentucky,SCAR,UK,1.08,1518175,ESPN2,SCAR@UK10-16-2010
9/26/2009,FLA @ UK,Florida-Kentucky09-26-2009,Florida,Kentucky,UF,UK,2.59,2.12,ESPN2,UF@UK09-26-2009
11/15/2008,VU @ UK,Vanderbilt-Kentucky11-15-2008,Vanderbilt,Kentucky,VANDY,UK,0.88,1.09,ESPN2,VANDY@UK11-15-2008
10/7/2006,USC @ UK,South Carolina-Kentucky10-07-2006,South Carolina,Kentucky,SCAR,UK,0.92,1,ESPN2,SCAR@UK10-07-2006
8/31/2003,Louisville @ Kentucky,Louisville-Kentucky08-31-2003,Louisville,Kentucky,LOU,UK,1.56,N/A,ESPN2,LOU@UK08-31-2003
11/1/2003,Arkansas @ Kentucky,Arkansas-Kentucky11-01-2003,Arkansas,Kentucky,AR,UK,1.42,1.06,ESPN2,AR@UK11-01-2003
10/12/2002,S. Carolina @ Kentucky,South Carolina-Kentucky10-12-2002,South Carolina,Kentucky,SCAR,UK,0.93,0.75,ESPN2,SCAR@UK10-12-2002
9/1/2018,Central Michigan @ Kentucky,Central Michigan-Kentucky09-01-2018,Central Michigan,Kentucky,CMU,UK,N/A,339684,ESPNU,CMU@UK09-01-2018
9/13/2014,Ohio @ UK,Ohio-Kentucky09-13-2014,Ohio,Kentucky,OHIO,UK,0.4,537293,ESPNU,OHIO@UK09-13-2014
9/3/2016,Southern Miss @ Kentucky,Southern Mississippi-Kentucky09-03-2016,Southern Mississippi,Kentucky,USM,UK,0.2,408592,ESPNU,USM@UK09-03-2016
9/28/2013,UF @ UK,Florida-Kentucky09-28-2013,Florida,Kentucky,UF,UK,0.5,949814,ESPNU,UF@UK09-28-2013
11/9/2013,MZ @ UK,Missouri-Kentucky11-09-2013,Missouri,Kentucky,MIZZU,UK,0.4,451966,ESPNU,MIZZU@UK11-09-2013
11/30/2013,UT @ UK,Tennessee-Kentucky11-30-2013,Tennessee,Kentucky,TENN,UK,0.4,607392,ESPNU,TENN@UK11-30-2013
9/15/2012,Western KY @ UK,Western Kentucky-Kentucky09-15-2012,Western Kentucky,Kentucky,WKU,UK,0.3,312150,ESPNU,WKU@UK09-15-2012
11/3/2012,VU @ UK,Vanderbilt-Kentucky11-03-2012,Vanderbilt,Kentucky,VANDY,UK,0.2,224238,ESPNU,VANDY@UK11-03-2012
9/10/2011,Central Mich. @ KY,Central Michigan-Kentucky09-10-2011,Central Michigan,Kentucky,CMU,UK,0.3,331151,ESPNU,CMU@UK09-10-2011
9/17/2011,Louisville @ UK,Louisville-Kentucky09-17-2011,Louisville,Kentucky,LOU,UK,0.5,603222,ESPNU,LOU@UK09-17-2011
10/22/2011,Jack State @ KY,Jacksonville State-Kentucky10-22-2011,Jacksonville State,Kentucky,JSU,UK,0.2,213053,ESPNU,JSU@UK10-22-2011
8/30/2008,MSU @ LA Tech (2),Mississippi State-Louisiana Tech08-30-2008,Mississippi State,Louisiana Tech,MS,LATECH,0.69,0.6375,ESPN2,MS@LATECH08-30-2008
10/13/2012,TAMU @ La Tech,Texas A&M-Louisiana Tech10-13-2012,Texas A&M,Louisiana Tech,TAMU,LATECH,0.4,444956,ESPNU,TAMU@LATECH10-13-2012
11/26/2016,Kentucky @ Lousiville,Kentucky-Louisville11-26-2016,Kentucky,Louisville,UK,LOU,0.9,1116576,ESPN,UK@LOU11-26-2016
9/1/2012,UK @ Louisville,Kentucky-Louisville09-01-2012,Kentucky,Louisville,UK,LOU,1.7,2409311,ESPN,UK@LOU09-01-2012
9/3/2009,UK @ Louisville (ABC),Kentucky-Louisville09-03-2009,Kentucky,Louisville,UK,LOU,2.7,3165339,ABC,UK@LOU09-03-2009
9/9/2009,UK @ Louisville,Kentucky-Louisville09-09-2009,Kentucky,Louisville,UK,LOU,1.9,N/A,ESPN,UK@LOU09-09-2009
9/4/2006,UK @ Louisville,Kentucky-Louisville09-04-2006,Kentucky,Louisville,UK,LOU,1.84,N/A,ESPN,UK@LOU09-04-2006
9/5/2004,Kentucky @ Louisville,Kentucky-Louisville09-05-2004,Kentucky,Louisville,UK,LOU,1.69,N/A,ESPN,UK@LOU09-05-2004
11/29/2014,Kentucky @ Louisville,Kentucky-Louisville11-29-2014,Kentucky,Louisville,UK,LOU,0.5,808584,ESPN2,UK@LOU11-29-2014
9/1/2002,Kentucky @ Louisville,Kentucky-Louisville09-01-2002,Kentucky,Louisville,UK,LOU,1.6,0.93,ESPN2,UK@LOU09-01-2002
10/13/2018,Georgia @ LSU,Georgia-LSU10-13-2018,Georgia,LSU,UGA,LSU,3.3,5620000,CBS,UGA@LSU10-13-2018
11/3/2018,Alabama @ LSU ,Alabama-LSU11-03-2018,Alabama,LSU,UA,LSU,6.6,11710000,CBS,UA@LSU11-03-2018
9/2/2017,BYU @ LSU,BYU-LSU09-02-2017,BYU,LSU,BYU,LSU,N/A,1817285,ESPN,BYU@LSU09-02-2017
10/14/2017,Auburn @ LSU,Auburn-LSU10-14-2017,Auburn,LSU,AU,LSU,2.3,3610000,CBS,AU@LSU10-14-2017
11/5/2016,Alabama @ LSU,Alabama-LSU11-05-2016,Alabama,LSU,UA,LSU,5.8,10400000,CBS,UA@LSU11-05-2016
9/19/2015,Auburn @ LSU,Auburn-LSU09-19-2015,Auburn,LSU,AU,LSU,2.6,4228000,CBS,AU@LSU09-19-2015
11/8/2014,Alabama @ LSU,Alabama-LSU11-08-2014,Alabama,LSU,UA,LSU,5.3,9109000,CBS,UA@LSU11-08-2014
10/12/2013,FLA @ LSU,Florida-LSU10-12-2013,Florida,LSU,UF,LSU,3.1,5023000,CBS,UF@LSU10-12-2013
11/23/2013,TAMU @ LSU,Texas A&M-LSU11-23-2013,Texas A&M,LSU,TAMU,LSU,4.7,7505000,CBS,TAMU@LSU11-23-2013
11/29/2013,ARK @ LSU,Arkansas-LSU11-29-2013,Arkansas,LSU,AR,LSU,3.1,4959000,CBS,AR@LSU11-29-2013
11/3/2012,ALA @ LSU,Alabama-LSU11-03-2012,Alabama,LSU,UA,LSU,6.8,11350000,CBS,UA@LSU11-03-2012
10/8/2011,FLA @ LSU,Florida-LSU10-08-2011,Florida,LSU,UF,LSU,3.2,4900000,CBS,UF@LSU10-08-2011
10/22/2011,AUB @ LSU,Auburn-LSU10-22-2011,Auburn,LSU,AU,LSU,3.6,5620000,CBS,AU@LSU10-22-2011
11/26/2011,ARK @ LSU ,Arkansas-LSU11-26-2011,Arkansas,LSU,AR,LSU,6.3,10440000,CBS,AR@LSU11-26-2011
12/3/2011,UGA vs. LSU,Georgia-LSU12-03-2011,Georgia,LSU,UGA,LSU,7.3,12020000,CBS,UGA@LSU12-03-2011
10/2/2010,UT @ LSU,Tennessee-LSU10-02-2010,Tennessee,LSU,TENN,LSU,2.6,4089000,CBS,TENN@LSU10-02-2010
11/6/2010,ALA @ LSU,Alabama-LSU11-06-2010,Alabama,LSU,UA,LSU,4.4,7210000,CBS,UA@LSU11-06-2010
10/3/2015,E. Michigan @ LSU,E. Michigan-LSU10-03-2015,E. Michigan,LSU,EMU,LSU,0.4,762519,ESPNU,EMU@LSU10-03-2015
10/10/2009,FLA @ LSU,Florida-LSU10-10-2009,Florida,LSU,UF,LSU,6.1,N/A,CBS,UF@LSU10-10-2009
10/25/2008,UGA @ LSU,Georgia-LSU10-25-2008,Georgia,LSU,UGA,LSU,3,N/A,CBS,UGA@LSU10-25-2008
11/8/2008,ALA @ LSU,Alabama-LSU11-08-2008,Alabama,LSU,UA,LSU,5.1,N/A,CBS,UA@LSU11-08-2008
9/22/2007,USC @ LSU,South Carolina-LSU09-22-2007,South Carolina,LSU,SCAR,LSU,2.6,N/A,CBS,SCAR@LSU09-22-2007
10/6/2007,FLA @ LSU,Florida-LSU10-06-2007,Florida,LSU,UF,LSU,5.3,N/A,CBS,UF@LSU10-06-2007
11/23/2007,ARK @ LSU,Arkansas-LSU11-23-2007,Arkansas,LSU,AR,LSU,5,N/A,CBS,AR@LSU11-23-2007
10/15/2005,UF @ LSU,Florida-LSU10-15-2005,Florida,LSU,UF,LSU,1.9,N/A,CBS,UF@LSU10-15-2005
11/25/2005,ARK @ LSU,Arkansas-LSU11-25-2005,Arkansas,LSU,AR,LSU,2.7,N/A,CBS,AR@LSU11-25-2005
12/3/2005,UGA VS. LSU,Georgia-LSU12-03-2005,Georgia,LSU,UGA,LSU,4,N/A,CBS,UGA@LSU12-03-2005
9/20/2003,Georgia @ LSU,Georgia-LSU09-20-2003,Georgia,LSU,UGA,LSU,3.5,N/A,CBS,UGA@LSU09-20-2003
10/11/2003,Florida @ LSU,Florida-LSU10-11-2003,Florida,LSU,UF,LSU,2.6,N/A,CBS,UF@LSU10-11-2003
9/13/2014,LSUM @ LSU,Louisiana-Monroe-LSU09-13-2014,Louisiana-Monroe,LSU,ULM,LSU,0.4,709457,ESPNU,ULM@LSU09-13-2014
11/28/2003,Arkansas @ LSU,Arkansas-LSU11-28-2003,Arkansas,LSU,AR,LSU,2.9,N/A,CBS,AR@LSU11-28-2003
12/6/2003,Georgia vs. LSU,Georgia-LSU12-06-2003,Georgia,LSU,UGA,LSU,4.1,N/A,CBS,UGA@LSU12-06-2003
10/6/2001,Florida @ LSU,Florida-LSU10-06-2001,Florida,LSU,UF,LSU,2.6,N/A,CBS,UF@LSU10-06-2001
11/23/2001,Arkansas @ LSU,Arkansas-LSU11-23-2001,Arkansas,LSU,AR,LSU,2.1,N/A,CBS,AR@LSU11-23-2001
9/2/2018,Miami @ LSU [ABC],Miami (FL)-LSU09-02-2018,Miami (FL),LSU,MIAMI,LSU,N/A,6647153,ABC,MIAMI@LSU09-02-2018
10/20/2018,Mississippi State @ LSU,Mississippi State-LSU10-20-2018,Mississippi State,LSU,MS,LSU,N/A,3106053,ESPN,MS@LSU10-20-2018
11/11/2017,Arkansas @ LSU,Arkansas-LSU11-11-2017,Arkansas,LSU,AR,LSU,N/A,2032011,ESPN,AR@LSU11-11-2017
9/29/2018,Ole Miss @ LSU,Mississippi (Ole Miss)-LSU09-29-2018,Mississippi (Ole Miss),LSU,OM,LSU,N/A,2023273,ESPN,OM@LSU09-29-2018
10/22/2016,Ole Miss @ LSU,Mississippi (Ole Miss)-LSU10-22-2016,Mississippi (Ole Miss),LSU,OM,LSU,1.6,2669255,ESPN,OM@LSU10-22-2016
10/17/2015,Florida @ LSU,Florida-LSU10-17-2015,Florida,LSU,UF,LSU,3.9,6777355,ESPN,UF@LSU10-17-2015
11/14/2015,Arkansas @ LSU,Arkansas-LSU11-14-2015,Arkansas,LSU,AR,LSU,2.2,3638391,ESPN,AR@LSU11-14-2015
8/30/2014,Wisconsin vs. LSU,Wisconsin-LSU08-30-2014,Wisconsin,LSU,WIS,LSU,2.8,4677567,ESPN,WIS@LSU08-30-2014
9/20/2014,Miss St @ LSU,Mississippi State-LSU09-20-2014,Mississippi State,LSU,MS,LSU,2.1,3471675,ESPN,MS@LSU09-20-2014
9/21/2013,AUB @ LSU,Auburn-LSU09-21-2013,Auburn,LSU,AU,LSU,2.2,3799407,ESPN,AU@LSU09-21-2013
9/8/2012,Washington @ LSU,Washington-LSU09-08-2012,Washington,LSU,WASH,LSU,2.1,2882799,ESPN,WASH@LSU09-08-2012
10/13/2012,USC @ LSU,South Carolina-LSU10-13-2012,South Carolina,LSU,SCAR,LSU,4.3,5978289,ESPN,SCAR@LSU10-13-2012
11/10/2012,MSU @ LSU,Mississippi State-LSU11-10-2012,Mississippi State,LSU,MS,LSU,1.9,2555301,ESPN,MS@LSU11-10-2012
10/25/2014,Ole Miss @ LSU,Mississippi (Ole Miss)-LSU10-25-2014,Mississippi (Ole Miss),LSU,OM,LSU,3,4951944,ESPN,OM@LSU10-25-2014
9/3/2011,Oregon @ LSU (ABC),Oregon-LSU09-03-2011,Oregon,LSU,OREGON,LSU,4.6,7750648,ABC,OREGON@LSU09-03-2011
11/28/2009,ARK @ LSU,Arkansas-LSU11-28-2009,Arkansas,LSU,AR,LSU,2.61,N/A,ESPN,AR@LSU11-28-2009
9/8/2007,VA Tech @ LSU,Virginia Tech-LSU09-08-2007,Virginia Tech,LSU,VT,LSU,2.96,N/A,ESPN,VT@LSU09-08-2007
10/20/2007,AUB @ LSU,Auburn-LSU10-20-2007,Auburn,LSU,AU,LSU,3.73,N/A,ESPN,AU@LSU10-20-2007
11/17/2012,UM @ LSU,Mississippi (Ole Miss)-LSU11-17-2012,Mississippi (Ole Miss),LSU,OM,LSU,2.5,3740000,CBS,OM@LSU11-17-2012
11/11/2006,ALA @ LSU,Alabama-LSU11-11-2006,Alabama,LSU,UA,LSU,2.39,N/A,ESPN,UA@LSU11-11-2006
9/10/2005,AZ State @ LSU,Arizona State-LSU09-10-2005,Arizona State,LSU,AZSTU,LSU,1.45,N/A,ESPN,AZSTU@LSU09-10-2005
10/22/2005,AU @ LSU,Auburn-LSU10-22-2005,Auburn,LSU,AU,LSU,2.62,N/A,ESPN,AU@LSU10-22-2005
11/13/2004,Alabama @ LSU,Alabama-LSU11-13-2004,Alabama,LSU,UA,LSU,2.49,N/A,ESPN,UA@LSU11-13-2004
10/25/2003,Auburn @ LSU,Auburn-LSU10-25-2003,Auburn,LSU,AU,LSU,1.25,N/A,ESPN,AU@LSU10-25-2003
11/16/2002,Alabama @ LSU,Alabama-LSU11-16-2002,Alabama,LSU,UA,LSU,2.57,N/A,ESPN,UA@LSU11-16-2002
11/20/2010,UM @ LSU,Mississippi (Ole Miss)-LSU11-20-2010,Mississippi (Ole Miss),LSU,OM,LSU,3.2,5020000,CBS,OM@LSU11-20-2010
12/1/2001,Auburn @ LSU,Auburn-LSU12-01-2001,Auburn,LSU,AU,LSU,1.65,N/A,ESPN,AU@LSU12-01-2001
9/23/2017,Syracuse @ LSU,Syracuse-LSU09-23-2017,Syracuse,LSU,SU,LSU,N/A,1094930,ESPN2,SU@LSU09-23-2017
9/17/2016,Miss State @ LSU,Mississippi State-LSU09-17-2016,Mississippi State,LSU,MS,LSU,0.7,1190801,ESPN2,MS@LSU09-17-2016
11/22/2008,UM @ LSU,Mississippi (Ole Miss)-LSU11-22-2008,Mississippi (Ole Miss),LSU,OM,LSU,2.3,N/A,CBS,OM@LSU11-22-2008
9/25/2010,WVU @ LSU,West Virginia-LSU09-25-2010,West Virginia,LSU,WVU,LSU,1.74,2518086,ESPN2,WVU@LSU09-25-2010
11/23/2002,Ole Miss @ LSU,Mississippi (Ole Miss)-LSU11-23-2002,Mississippi (Ole Miss),LSU,OM,LSU,1.4,1.09,ESPN2,OM@LSU11-23-2002
10/24/2009,AUB @ LSU,Auburn-LSU10-24-2009,Auburn,LSU,AU,LSU,1.38,1.12,ESPN2,AU@LSU10-24-2009
9/27/2008,MSU @ LSU,Mississippi State-LSU09-27-2008,Mississippi State,LSU,MS,LSU,1.21,1.28,ESPN2,MS@LSU09-27-2008
8/30/2008,App State @ LSU (Classic),Appalachian State-LSU08-30-2008,Appalachian State,LSU,APPST,LSU,0.54,N/A,ESPN Classic,APPST@LSU08-30-2008
9/9/2006,AZ @ LSU,Arizona-LSU09-09-2006,Arizona,LSU,AZU,LSU,0.96,1.03,ESPN2,AZU@LSU09-09-2006
10/21/2006,Fresno St. @ LSU,Fresno State-LSU10-21-2006,Fresno State,LSU,FRESNO,LSU,1.19,1.03,ESPN2,FRESNO@LSU10-21-2006
9/26/2005,UT @ LSU,Tennessee-LSU09-26-2005,Tennessee,LSU,TENN,LSU,3.1,1.65,ESPN2,TENN@LSU09-26-2005
10/27/2001,Ole Miss @ LSU,Mississippi (Ole Miss)-LSU10-27-2001,Mississippi (Ole Miss),LSU,OM,LSU,1.54,N/A,ESPN2,OM@LSU10-27-2001
10/19/2002,S. Carolina @ LSU,South Carolina-LSU10-19-2002,South Carolina,LSU,SCAR,LSU,1.01,1.01,ESPN2,SCAR@LSU10-19-2002
9/4/2004,Oregon St. @ LSU,Oregon State-LSU09-04-2004,Oregon State,LSU,ORSTATEU,LSU,3.29,N/A,ESPN,ORSTATEU@LSU09-04-2004
9/22/2018,Louisiana Tech @ LSU,Louisiana Tech-LSU09-22-2018,Louisiana Tech,LSU,LATECH,LSU,N/A,630543,ESPNU,LATECH@LSU09-22-2018
11/17/2018,Rice @ LSU,Rice-LSU11-17-2018,Rice,LSU,RICE,LSU,N/A,453779,ESPNU,RICE@LSU11-17-2018
9/30/2017,Troy @ LSU,Troy-LSU09-30-2017,Troy,LSU,TROY,LSU,N/A,896215,ESPNU,TROY@LSU09-30-2017
9/8/2018,SELA @ LSU,SELA-LSU09-08-2018,SELA,LSU,SELAU,LSU,N/A,857857,ESPN2,SELAU@LSU09-08-2018
9/10/2016,Jacksonville St @ LSU,Jacksonville State-LSU09-10-2016,Jacksonville State,LSU,JSU,LSU,0.4,800118,ESPNU,JSU@LSU09-10-2016
10/24/2015,W Kentucky @ LSU,Western Kentucky-LSU10-24-2015,Western Kentucky,LSU,WKU,LSU,0.7,1247151,ESPNU,WKU@LSU10-24-2015
9/7/2013,UAB @ LSU,UAB-LSU09-07-2013,UAB,LSU,UAB,LSU,0.4,659206,ESPNU,UAB@LSU09-07-2013
9/14/2013,Kent State @ LSU,Kent State-LSU09-14-2013,Kent State,LSU,KENT,LSU,0.3,601371,ESPNU,KENT@LSU09-14-2013
9/1/2012,North Texas @ LSU,North Texas-LSU09-01-2012,North Texas,LSU,UNT,LSU,0.4,446997,ESPNU,UNT@LSU09-01-2012
9/29/2012,Towson @ LSU,Towson-LSU09-29-2012,Towson,LSU,TOWSON,LSU,0.7,706387,ESPNU,TOWSON@LSU09-29-2012
11/12/2011,Western KY @ LSU,Western Kentucky-LSU11-12-2011,Western Kentucky,LSU,WKU,LSU,0.9,931414,ESPNU,WKU@LSU11-12-2011
10/17/2015,Ole Miss @ Memphis,Mississippi (Ole Miss)-Memphis10-17-2015,Mississippi (Ole Miss),Memphis,OM,MEM,2.3,3310625,ESPN2,OM@MEM10-17-2015
9/30/2006,UT @ MEM,Tennessee-Memphis09-30-2006,Tennessee,Memphis,TENN,MEM,1.68,N/A,ESPN,TENN@MEM09-30-2006
