Date,GAME,GameID,Visitor Team,Home Team,VisTeamID,HomeTeamID,RATING,VIEWERS,Network,TeamIDsDate
9/9/2006,UGA @ USC,Georgia-South Carolina09-09-2006,Georgia,South Carolina,UGA,SCAR,1.69,N/A,ESPN,UGA@SCAR09-09-2006
9/28/2006,AU @ USC,Auburn-South Carolina09-28-2006,Auburn,South Carolina,AU,SCAR,3.36,N/A,ESPN,AU@SCAR09-28-2006
10/28/2006,UT @ USC,Tennessee-South Carolina10-28-2006,Tennessee,South Carolina,TENN,SCAR,3.12,N/A,ESPN,TENN@SCAR10-28-2006
11/4/2006,ARK @ USC,Arkansas-South Carolina11-04-2006,Arkansas,South Carolina,AR,SCAR,1.9,N/A,ESPN,AR@SCAR11-04-2006
9/11/2004,Georgia @ S. Carolina,Georgia-South Carolina09-11-2004,Georgia,South Carolina,UGA,SCAR,2.49,N/A,ESPN,UGA@SCAR09-11-2004
10/9/2003,Kentucky @ S. Carolina,Kentucky-South Carolina10-09-2003,Kentucky,South Carolina,UK,SCAR,1.89,N/A,ESPN,UK@SCAR10-09-2003
11/10/2001,Florida @ S. Carolina,Florida-South Carolina11-10-2001,Florida,South Carolina,UF,SCAR,2.89,N/A,ESPN,UF@SCAR11-10-2001
9/24/2009,UM @ USC,Mississippi (Ole Miss)-South Carolina09-24-2009,Mississippi (Ole Miss),South Carolina,OM,SCAR,3.66,N/A,ESPN,OM@SCAR09-24-2009
10/29/2016,Tennessee @ S Carolina,Tennessee-South Carolina10-29-2016,Tennessee,South Carolina,TENN,SCAR,0.9,1518822,ESPN2,TENN@SCAR10-29-2016
11/16/2013,FLA @ USC,Florida-South Carolina11-16-2013,Florida,South Carolina,UF,SCAR,1.3,2314164,ESPN2,UF@SCAR11-16-2013
11/30/2013,Clemson @ USC,Clemson-South Carolina11-30-2013,Clemson,South Carolina,CU,SCAR,1.6,3135286,ESPN2,CU@SCAR11-30-2013
9/24/2011,VU @ USC,Vanderbilt-South Carolina09-24-2011,Vanderbilt,South Carolina,VANDY,SCAR,1,1368297,ESPN2,VANDY@SCAR09-24-2011
9/11/2010,UGA @ USC,Georgia-South Carolina09-11-2010,Georgia,South Carolina,UGA,SCAR,2.59,3490269,ESPN2,UGA@SCAR09-11-2010
11/1/2008,UT @ USC,Tennessee-South Carolina11-01-2008,Tennessee,South Carolina,TENN,SCAR,1.37,0.93,ESPN2,TENN@SCAR11-01-2008
11/24/2007,CLEM @ USC,Clemson-South Carolina11-24-2007,Clemson,South Carolina,CU,SCAR,1.19,1.68,ESPN2,CU@SCAR11-24-2007
11/19/2005,Clemson @ USC,Clemson-South Carolina11-19-2005,Clemson,South Carolina,CU,SCAR,N/A,N/A,ESPN2,CU@SCAR11-19-2005
11/22/2003,Clemson @ S. Carolina,Clemson-South Carolina11-22-2003,Clemson,South Carolina,CU,SCAR,0.82,0.78,ESPN2,CU@SCAR11-22-2003
9/17/2011,Navy @ USC,Navy-South Carolina09-17-2011,Navy,South Carolina,NAVY,SCAR,1.2,1617876,ESPN2,NAVY@SCAR09-17-2011
9/2/2017,NC State @ South Carolina,NC State - North Carolina State-South Carolina09-02-2017,NC State - North Carolina State,South Carolina,NCST,SCAR,N/A,1610946,ESPN,NCST@SCAR09-02-2017
8/28/2008,NC State @ USC,NC State - North Carolina State-South Carolina08-28-2008,NC State - North Carolina State,South Carolina,NCST,SCAR,1.81,N/A,ESPN,NCST@SCAR08-28-2008
9/6/2014,ECU @ USC,East Carolina-South Carolina09-06-2014,East Carolina,South Carolina,ECU,SCAR,0.5,976432,ESPNU,ECU@SCAR09-06-2014
9/2/2010,USM @ USC,Southern Mississippi-South Carolina09-02-2010,Southern Mississippi,South Carolina,USM,SCAR,1.88,2509826,ESPN,USM@SCAR09-02-2010
9/26/2015,UCF @ S. Carolina,UCF-South Carolina09-26-2015,UCF,South Carolina,UCF,SCAR,0.3,379727,ESPNU,UCF@SCAR09-26-2015
9/20/2014,Texas A&M @ SMU,Texas A&M-Southern  Methodist09-20-2014,Texas A&M,Southern  Methodist,TAMU,SMU,1.8,2841428,ESPN2,TAMU@SMU09-20-2014
9/26/2015,LSU @ Syracuse,LSU-Syracuse09-26-2015,LSU,Syracuse,LSU,SU,2.1,3203791,ESPN,LSU@SU09-26-2015
9/22/2001,Auburn @ Syracuse,Auburn-Syracuse09-22-2001,Auburn,Syracuse,AU,SU,1.5,N/A,ESPN,AU@SU09-22-2001
9/10/2016,Arkansas @ TCU (ESPN),Arkansas-TCU09-10-2016,Arkansas,TCU,AR,TCU,1.5,2470462,ESPN,AR@TCU09-10-2016
8/31/2013,LSU @ TCU,LSU-TCU08-31-2013,LSU,TCU,LSU,TCU,1.9,3171944,ESPN,LSU@TCU08-31-2013
9/1/2018,West Virginia @ Tennessee,West Virginia-Tennessee09-01-2018,West Virginia,Tennessee,WVU,TENN,1.6,2680000,CBS,WVU@TENN09-01-2018
10/20/2018,Alabama @ Tennessee,Alabama-Tennessee10-20-2018,Alabama,Tennessee,UA,TENN,2.6,4360000,CBS,UA@TENN10-20-2018
11/17/2018,Missouri @ Tennessee,Missouri-Tennessee11-17-2018,Missouri,Tennessee,MIZZU,TENN,1.3,2030000,CBS,MIZZU@TENN11-17-2018
9/30/2017,Georgia @ Tennessee,Georgia-Tennessee09-30-2017,Georgia,Tennessee,UGA,TENN,2.4,3970000,CBS,UGA@TENN09-30-2017
9/24/2016,Florida @ Tennessee,Florida-Tennessee09-24-2016,Florida,Tennessee,UF,TENN,3.4,5540000,CBS,UF@TENN09-24-2016
10/15/2016,Alabama @ Tennessee,Alabama-Tennessee10-15-2016,Alabama,Tennessee,UA,TENN,3.9,6600000,CBS,UA@TENN10-15-2016
11/19/2016,Missouri @ Tennessee,Missouri-Tennessee11-19-2016,Missouri,Tennessee,MIZZU,TENN,1.5,2500000,CBS,MIZZU@TENN11-19-2016
10/10/2015,Georgia @ Tennessee,Georgia-Tennessee10-10-2015,Georgia,Tennessee,UGA,TENN,3,4884000,CBS,UGA@TENN10-10-2015
10/5/2013,UGA @ UT,Georgia-Tennessee10-05-2013,Georgia,Tennessee,UGA,TENN,3.5,5641000,CBS,UGA@TENN10-05-2013
10/15/2011,LSU @ UT,LSU-Tennessee10-15-2011,LSU,Tennessee,LSU,TENN,2.8,4450000,CBS,LSU@TENN10-15-2011
9/18/2010,FLA @ UT,Florida-Tennessee09-18-2010,Florida,Tennessee,UF,TENN,3.3,5152000,CBS,UF@TENN09-18-2010
9/10/2011,Cincinnati @ UT,Cincinnati-Tennessee09-10-2011,Cincinnati,Tennessee,CINCY,TENN,0.7,915429,ESPN2,CINCY@TENN09-10-2011
9/20/2008,FLA @ UT,Florida-Tennessee09-20-2008,Florida,Tennessee,UF,TENN,2.7,N/A,CBS,UF@TENN09-20-2008
10/6/2007,UGA @ UT,Georgia-Tennessee10-06-2007,Georgia,Tennessee,UGA,TENN,2.2,N/A,CBS,UGA@TENN10-06-2007
12/1/2007,LSU vs. UT,LSU-Tennessee12-01-2007,LSU,Tennessee,LSU,TENN,5.9,N/A,CBS,LSU@TENN12-01-2007
9/16/2006,UF @ UT,Florida-Tennessee09-16-2006,Florida,Tennessee,UF,TENN,3.7,N/A,CBS,UF@TENN09-16-2006
10/21/2006,AL @ UT,Alabama-Tennessee10-21-2006,Alabama,Tennessee,UA,TENN,2.7,N/A,CBS,UA@TENN10-21-2006
11/4/2006,LSU @ UT,LSU-Tennessee11-04-2006,LSU,Tennessee,LSU,TENN,3.9,N/A,CBS,LSU@TENN11-04-2006
10/8/2005,UGA @ UT,Georgia-Tennessee10-08-2005,Georgia,Tennessee,UGA,TENN,3.6,N/A,CBS,UGA@TENN10-08-2005
9/18/2004,Florida @ Tennessee,Florida-Tennessee09-18-2004,Florida,Tennessee,UF,TENN,4.2,N/A,CBS,UF@TENN09-18-2004
10/23/2004,Alabama @ Tennessee,Alabama-Tennessee10-23-2004,Alabama,Tennessee,UA,TENN,2.6,N/A,CBS,UA@TENN10-23-2004
11/6/2004,Notre Dame @ Tennessee,Notre Dame-Tennessee11-06-2004,Notre Dame,Tennessee,ND,TENN,3.4,N/A,CBS,ND@TENN11-06-2004
9/21/2002,Florida @ Tennessee,Florida-Tennessee09-21-2002,Florida,Tennessee,UF,TENN,3.5,N/A,CBS,UF@TENN09-21-2002
9/6/2003,Marshall @ Tennessee,Marshall-Tennessee09-06-2003,Marshall,Tennessee,MARSH,TENN,1.45,1.04,ESPN2,MARSH@TENN09-06-2003
10/6/2001,Georgia @ Tennessee,Georgia-Tennessee10-06-2001,Georgia,Tennessee,UGA,TENN,2.6,N/A,CBS,UGA@TENN10-06-2001
11/24/2001,Vanderbilt @ Tennessee,Vanderbilt-Tennessee11-24-2001,Vanderbilt,Tennessee,VANDY,TENN,1.9,N/A,CBS,VANDY@TENN11-24-2001
12/8/2001,LSU vs. Tennessee,LSU-Tennessee12-08-2001,LSU,Tennessee,LSU,TENN,7.9,N/A,CBS,LSU@TENN12-08-2001
9/22/2018,Florida @ Tennessee,Florida-Tennessee09-22-2018,Florida,Tennessee,UF,TENN,N/A,2107767,ESPN,UF@TENN09-22-2018
11/9/2002,Miami @ Tennessee,Miami (OH)-Tennessee11-09-2002,Miami (OH),Tennessee,MUOHIO,TENN,2.7,N/A,CBS,MUOHIO@TENN11-09-2002
10/14/2017,South Carolina @ Tennessee,South Carolina-Tennessee10-14-2017,South Carolina,Tennessee,SCAR,TENN,N/A,2532445,ESPN,SCAR@TENN10-14-2017
11/18/2017,LSU @ Tennessee,LSU-Tennessee11-18-2017,LSU,Tennessee,LSU,TENN,N/A,2945998,ESPN,LSU@TENN11-18-2017
9/10/2016,Virginia Tech @ Tennessee (ABC),Virginia Tech-Tennessee09-10-2016,Virginia Tech,Tennessee,VT,TENN,3.4,5789643,ABC,VT@TENN09-10-2016
9/12/2015,Oklahoma @ Tennessee,Oklahoma-Tennessee09-12-2015,Oklahoma,Tennessee,OU,TENN,2.4,4129111,ESPN,OU@TENN09-12-2015
11/22/2014,Missouri @ Tennessee,Missouri-Tennessee11-22-2014,Missouri,Tennessee,MIZZU,TENN,1.9,3318393,ESPN,MIZZU@TENN11-22-2014
10/19/2013,USC @ UT,South Carolina-Tennessee10-19-2013,South Carolina,Tennessee,SCAR,TENN,2.3,3370957,ESPN,SCAR@TENN10-19-2013
11/9/2013,AU @ UT,Auburn-Tennessee11-09-2013,Auburn,Tennessee,AU,TENN,1.8,2765873,ESPN,AU@TENN11-09-2013
9/15/2012,UF @ UT,Florida-Tennessee09-15-2012,Florida,Tennessee,UF,TENN,3.6,5076469,ESPN,UF@TENN09-15-2012
10/20/2012,ALA @ UT,Alabama-Tennessee10-20-2012,Alabama,Tennessee,UA,TENN,3,4222875,ESPN,UA@TENN10-20-2012
10/23/2010,ALA @ UT,Alabama-Tennessee10-23-2010,Alabama,Tennessee,UA,TENN,2.92,4370822,ESPN,UA@TENN10-23-2010
9/12/2009,UCLA @ UT,UCLA-Tennessee09-12-2009,UCLA,Tennessee,UCLA,TENN,2.21,N/A,ESPN,UCLA@TENN09-12-2009
10/3/2009,AUB @ UT,Auburn-Tennessee10-03-2009,Auburn,Tennessee,AU,TENN,2.4,N/A,ESPN,AU@TENN10-03-2009
10/31/2009,USC @ UT,South Carolina-Tennessee10-31-2009,South Carolina,Tennessee,SCAR,TENN,1.72,N/A,ESPN,SCAR@TENN10-31-2009
10/25/2008,ALA @ UT,Alabama-Tennessee10-25-2008,Alabama,Tennessee,UA,TENN,2.81,N/A,ESPN,UA@TENN10-25-2008
10/27/2007,USC @ UT,South Carolina-Tennessee10-27-2007,South Carolina,Tennessee,SCAR,TENN,2.2,N/A,ESPN,SCAR@TENN10-27-2007
9/2/2006,Cal @ UT,California-Tennessee09-02-2006,California,Tennessee,CAL,TENN,2.3,N/A,ESPN,CAL@TENN09-02-2006
10/2/2004,Auburn @ Tennessee,Auburn-Tennessee10-02-2004,Auburn,Tennessee,AU,TENN,2.82,N/A,ESPN,AU@TENN10-02-2004
9/27/2003,S. Carolina @ Tennessee,South Carolina-Tennessee09-27-2003,South Carolina,Tennessee,SCAR,TENN,2.7,N/A,ESPN,SCAR@TENN09-27-2003
10/5/2002,Arkansas @ Tennessee,Arkansas-Tennessee10-05-2002,Arkansas,Tennessee,AR,TENN,2.41,N/A,ESPN,AR@TENN10-05-2002
10/26/2002,Alabama @ Tennessee,Alabama-Tennessee10-26-2002,Alabama,Tennessee,UA,TENN,2.27,N/A,ESPN,UA@TENN10-26-2002
9/29/2001,LSU @ Tennessee,LSU-Tennessee09-29-2001,LSU,Tennessee,LSU,TENN,2.66,N/A,ESPN,LSU@TENN09-29-2001
11/13/2010,UM @ UT,Mississippi (Ole Miss)-Tennessee11-13-2010,Mississippi (Ole Miss),Tennessee,OM,TENN,1.8,2840000,CBS,OM@TENN11-13-2010
10/3/2015,Arkansas @ Tennessee,Arkansas-Tennessee10-03-2015,Arkansas,Tennessee,AR,TENN,1.2,2290865,ESPN2,AR@TENN10-03-2015
10/25/2014,Alabama @ Tenn,Alabama-Tennessee10-25-2014,Alabama,Tennessee,UA,TENN,1.5,2589285,ESPN2,UA@TENN10-25-2014
11/23/2013,VU @ UT,Vanderbilt-Tennessee11-23-2013,Vanderbilt,Tennessee,VANDY,TENN,0.8,1456081,ESPN2,VANDY@TENN11-23-2013
10/8/2011,UGA @ UT,Georgia-Tennessee10-08-2011,Georgia,Tennessee,UGA,TENN,1.7,2412354,ESPN2,UGA@TENN10-08-2011
10/29/2011,USC @ UT,South Carolina-Tennessee10-29-2011,South Carolina,Tennessee,SCAR,TENN,1.5,1985196,ESPN2,SCAR@TENN10-29-2011
9/11/2010,Oregon @ Tennessee,Oregon-Tennessee09-11-2010,Oregon,Tennessee,OREGON,TENN,1.83,2708576,ESPN2,OREGON@TENN09-11-2010
11/29/2008,UK @ UT,Kentucky-Tennessee11-29-2008,Kentucky,Tennessee,UK,TENN,1.42,1.05,ESPN2,UK@TENN11-29-2008
10/29/2005,USC @ UT,South Carolina-Tennessee10-29-2005,South Carolina,Tennessee,SCAR,TENN,2.1,1.64,ESPN2,SCAR@TENN10-29-2005
9/5/2004,UNLV @ Tennessee,UNLV-Tennessee09-05-2004,UNLV,Tennessee,UNLV,TENN,2.23,N/A,ESPN2,UNLV@TENN09-05-2004
8/30/2003,Fresno St. @ Tennessee,Fresno State-Tennessee08-30-2003,Fresno State,Tennessee,FRESNO,TENN,0.85,0.92,ESPN2,FRESNO@TENN08-30-2003
10/11/2003,Georgia @ Tennessee,Georgia-Tennessee10-11-2003,Georgia,Tennessee,UGA,TENN,1.65,0.78,ESPN2,UGA@TENN10-11-2003
8/31/2012,NC State vs. UT,NC State - North Carolina State-Tennessee08-31-2012,NC State - North Carolina State,Tennessee,NCST,TENN,1.3,1490796,ESPNU,NCST@TENN08-31-2012
9/1/2001,Syracuse @ Tennessee,Syracuse-Tennessee09-01-2001,Syracuse,Tennessee,SU,TENN,1.63,1.31,ESPN2,SU@TENN09-01-2001
10/27/2001,S. Carolina @ Tennessee,South Carolina-Tennessee10-27-2001,South Carolina,Tennessee,SCAR,TENN,1.72,1.24,ESPN2,SCAR@TENN10-27-2001
9/19/2015,West. Carolina @ Tenn,Western Carolina-Tennessee09-19-2015,Western Carolina,Tennessee,WCU,TENN,0.4,843735,ESPNU,WCU@TENN09-19-2015
11/19/2011,VU @ UT,Vanderbilt-Tennessee11-19-2011,Vanderbilt,Tennessee,VANDY,TENN,0.8,861107,ESPNU,VANDY@TENN11-19-2011
9/3/2016,UCLA @ Texas A&M,UCLA-Texas A&M09-03-2016,UCLA,Texas A&M,UCLA,TAMU,1.9,3100000,CBS,UCLA@TAMU09-03-2016
10/8/2016,Tennessee @ Texas A&M,Tennessee-Texas A&M10-08-2016,Tennessee,Texas A&M,TENN,TAMU,3.9,6600000,CBS,TENN@TAMU10-08-2016
10/17/2015,Alabama @ Texas A&M,Alabama-Texas A&M10-17-2015,Alabama,Texas A&M,UA,TAMU,3.6,5761000,CBS,UA@TAMU10-17-2015
9/27/2014,Arkansas @ TX A&M,Arkansas-Texas A&M09-27-2014,Arkansas,Texas A&M,AR,TAMU,2.7,4375000,CBS,AR@TAMU09-27-2014
9/14/2013,ALA @ TAMU,Alabama-Texas A&M09-14-2013,Alabama,Texas A&M,UA,TAMU,8.6,13663000,CBS,UA@TAMU09-14-2013
10/19/2013,AUB @ TAMU,Auburn-Texas A&M10-19-2013,Auburn,Texas A&M,AU,TAMU,4.2,6728000,CBS,AU@TAMU10-19-2013
11/9/2013,MSU @ TAMU,Mississippi State-Texas A&M11-09-2013,Mississippi State,Texas A&M,MS,TAMU,2.9,4531000,CBS,MS@TAMU11-09-2013
9/8/2018,Clemson @ Texas A&M,Clemson-Texas A&M09-08-2018,Clemson,Texas A&M,CU,TAMU,N/A,4485656,ESPN,CU@TAMU09-08-2018
10/6/2018,Kentucky @ Texas A&M,Kentucky-Texas A&M10-06-2018,Kentucky,Texas A&M,UK,TAMU,N/A,2547178,ESPN,UK@TAMU10-06-2018
10/7/2017,Alabama @ Texas A&M,Alabama-Texas A&M10-07-2017,Alabama,Texas A&M,UA,TAMU,N/A,4773840,ESPN,UA@TAMU10-07-2017
10/28/2017,Mississippi State @ Texas A&M,Mississippi State-Texas A&M10-28-2017,Mississippi State,Texas A&M,MS,TAMU,N/A,1640158,ESPN,MS@TAMU10-28-2017
11/4/2017,Auburn @ Texas A&M,Auburn-Texas A&M11-04-2017,Auburn,Texas A&M,AU,TAMU,N/A,2631759,ESPN,AU@TAMU11-04-2017
11/10/2018,Ole Miss @ Texas A&M,Mississippi (Ole Miss)-Texas A&M11-10-2018,Mississippi (Ole Miss),Texas A&M,OM,TAMU,1.4,2150000,CBS,OM@TAMU11-10-2018
9/24/2016,Arkansas @ Texas A&M,Arkansas-Texas A&M09-24-2016,Arkansas,Texas A&M,AR,TAMU,2.3,3872291,ESPN,AR@TAMU09-24-2016
11/24/2016,LSU @ Texas A&M,LSU-Texas A&M11-24-2016,LSU,Texas A&M,LSU,TAMU,1.3,1536885,ESPN,LSU@TAMU11-24-2016
9/5/2015,Arizona State @ Texas A&M,Arizona State-Texas A&M09-05-2015,Arizona State,Texas A&M,AZSTU,TAMU,1.4,2470566,ESPN,AZSTU@TAMU09-05-2015
11/29/2014,LSU @ Texas A&M,LSU-Texas A&M11-29-2014,LSU,Texas A&M,LSU,TAMU,1.4,2904552,ESPN,LSU@TAMU11-29-2014
8/31/2013,Rice @ TAMU,Rice-Texas A&M08-31-2013,Rice,Texas A&M,RICE,TAMU,2.7,4207665,ESPN,RICE@TAMU08-31-2013
9/8/2012,UF @ TAMU,Florida-Texas A&M09-08-2012,Florida,Texas A&M,UF,TAMU,3.4,4530808,ESPN,UF@TAMU09-08-2012
10/20/2012,LSU @ TAMU,LSU-Texas A&M10-20-2012,LSU,Texas A&M,LSU,TAMU,3.2,4176499,ESPN,LSU@TAMU10-20-2012
10/11/2014,Ole Miss @ Texas A&M,Mississippi (Ole Miss)-Texas A&M10-11-2014,Mississippi (Ole Miss),Texas A&M,OM,TAMU,2.5,4089291,ESPN,OM@TAMU10-11-2014
10/9/2010,Ark vs TAMU,Arkansas-Texas A&M10-09-2010,Arkansas,Texas A&M,AR,TAMU,3.5,5535706,ESPN,AR@TAMU10-09-2010
11/17/2018,UAB @ Texas A&M,UAB-Texas A&M11-17-2018,UAB,Texas A&M,UAB,TAMU,N/A,721873,ESPN2,UAB@TAMU11-17-2018
11/24/2012,MIZ @ TAMU,Missouri-Texas A&M11-24-2012,Missouri,Texas A&M,MIZZU,TAMU,0.8,1053519,ESPN2,MIZZU@TAMU11-24-2012
9/13/2014,Navy @ TAMU,Navy-Texas A&M09-13-2014,Navy,Texas A&M,NAVY,TAMU,0.6,955514,ESPN2,NAVY@TAMU09-13-2014
9/9/2017,Nicholls @ Texas A&M,Nicholls-Texas A&M09-09-2017,Nicholls,Texas A&M,NICHOLLS,TAMU,N/A,367136,ESPNU,NICHOLLS@TAMU09-09-2017
11/11/2017,New Mexico @ Texas A&M,New Mexico-Texas A&M11-11-2017,New Mexico,Texas A&M,NM,TAMU,N/A,232021,ESPNU,NM@TAMU11-11-2017
10/29/2016,New Mexico St @ Texas A&M,New Mexico State-Texas A&M10-29-2016,New Mexico State,Texas A&M,NMSU,TAMU,0.1,193457,ESPNU,NMSU@TAMU10-29-2016
9/12/2015,Ball State @ Texas A&M,Ball State-Texas A&M09-12-2015,Ball State,Texas A&M,BALL,TAMU,0.2,419912,ESPNU,BALL@TAMU09-12-2015
9/21/2013,SMU @ TAMU,Southern  Methodist-Texas A&M09-21-2013,Southern  Methodist,Texas A&M,SMU,TAMU,0.5,809038,ESPNU,SMU@TAMU09-21-2013
11/14/2015,W. Carolina @ Texas A&M,Western Carolina-Texas A&M11-14-2015,Western Carolina,Texas A&M,WCU,TAMU,0.2,296206,ESPNU,WCU@TAMU11-14-2015
11/2/2013,UTEP @ TAMU,Texas El Paso-Texas A&M11-02-2013,Texas El Paso,Texas A&M,UTXEP,TAMU,0.7,1121147,ESPN2,UTXEP@TAMU11-02-2013
11/19/2016,Texas San Antonio @ TAMU,Texas San Antonio-Texas A&M11-19-2016,Texas San Antonio,Texas A&M,UTXSA,TAMU,0.2,195527,ESPNU,UTXSA@TAMU11-19-2016
9/1/2017,Ole Miss @ Texas Tech [ESPN],Mississippi (Ole Miss)-Texas Tech09-01-2017,Mississippi (Ole Miss),Texas Tech,OM,TTU,N/A,1928675,ESPN,OM@TTU09-01-2017
9/13/2014,Arkansas @ Texas Tech,Arkansas-Texas Tech09-13-2014,Arkansas,Texas Tech,AR,TTU,2.1,3279208,ESPN,AR@TTU09-13-2014
9/6/2014,MZ @ Toledo,Missouri-Toledo09-06-2014,Missouri,Toledo,MIZZU,TOLEDO,0.9,1229032,ESPN,MIZZU@TOLEDO09-06-2014
9/29/2007,LSU @ Tulane,LSU-Tulane09-29-2007,LSU,Tulane,LSU,TLN,1.45,N/A,ESPN,LSU@TLN09-29-2007
9/1/2008,UT @ UCLA,Tennessee-UCLA09-01-2008,Tennessee,UCLA,TENN,UCLA,4.77,N/A,ESPN,TENN@UCLA09-01-2008
9/21/2013,VU @ Umass (ESPNews),Vanderbilt-Massachusetts09-21-2013,Vanderbilt,Massachusetts,VANDY,UMASS,0.1,174205,ESPNews,VANDY@UMASS09-21-2013
9/13/2014,MSU @ USA,Mississippi State-South Alabama09-13-2014,Mississippi State,South Alabama,MS,USAL,0.1,185146,ESPN,MS@USAL09-13-2014
9/23/2017,Alabama @ Vanderbilt,Alabama-Vanderbilt09-23-2017,Alabama,Vanderbilt,UA,VANDY,1.9,3050000,CBS,UA@VANDY09-23-2017
9/12/2015,Georgia @ Vanderbilt,Georgia-Vanderbilt09-12-2015,Georgia,Vanderbilt,UGA,VANDY,1.7,2571000,CBS,UGA@VANDY09-12-2015
10/19/2013,UGA @ VU,Georgia-Vanderbilt10-19-2013,Georgia,Vanderbilt,UGA,VANDY,1.5,2396000,CBS,UGA@VANDY10-19-2013
10/13/2018,Florida @ Vanderbilt,Florida-Vanderbilt10-13-2018,Florida,Vanderbilt,UF,VANDY,N/A,2496976,ESPN,UF@VANDY10-13-2018
10/7/2017,Georgia @ Vanderbilt,Georgia-Vanderbilt10-07-2017,Georgia,Vanderbilt,UGA,VANDY,N/A,1957783,ESPN,UGA@VANDY10-07-2017
9/1/2016,S. Carolina @ Vanderbilt,South Carolina-Vanderbilt09-01-2016,South Carolina,Vanderbilt,SCAR,VANDY,1.2,1942045,ESPN,SCAR@VANDY09-01-2016
8/30/2012,USC @ VU,South Carolina-Vanderbilt08-30-2012,South Carolina,Vanderbilt,SCAR,VANDY,3,4128912,ESPN,SCAR@VANDY08-30-2012
9/6/2014,UM @ VU,Mississippi (Ole Miss)-Vanderbilt09-06-2014,Mississippi (Ole Miss),Vanderbilt,OM,VANDY,0.7,1134034,ESPN,OM@VANDY09-06-2014
9/4/2008,USC @ VU,South Carolina-Vanderbilt09-04-2008,South Carolina,Vanderbilt,SCAR,VANDY,1.83,N/A,ESPN,SCAR@VANDY09-04-2008
10/4/2008,AUB @ VU,Auburn-Vanderbilt10-04-2008,Auburn,Vanderbilt,AU,VANDY,1.95,N/A,ESPN,AU@VANDY10-04-2008
8/29/2013,UM @ VU,Mississippi (Ole Miss)-Vanderbilt08-29-2013,Mississippi (Ole Miss),Vanderbilt,OM,VANDY,1.9,2740234,ESPN,OM@VANDY08-29-2013
11/17/2012,UT @ VU,Tennessee-Vanderbilt11-17-2012,Tennessee,Vanderbilt,TENN,VANDY,0.8,1096543,ESPN2,TENN@VANDY11-17-2012
11/8/2008,FLA @ VU,Florida-Vanderbilt11-08-2008,Florida,Vanderbilt,UF,VANDY,1.18,1.09,ESPN2,UF@VANDY11-08-2008
10/13/2007,UGA @ VU,Georgia-Vanderbilt10-13-2007,Georgia,Vanderbilt,UGA,VANDY,0.65,0.93,ESPN2,UGA@VANDY10-13-2007
10/8/2005,LSU @ VU,LSU-Vanderbilt10-08-2005,LSU,Vanderbilt,LSU,VANDY,1.05,0.9,ESPN2,LSU@VANDY10-08-2005
10/15/2005,UGA @ VU,Georgia-Vanderbilt10-15-2005,Georgia,Vanderbilt,UGA,VANDY,0.82,0.6,ESPN2,UGA@VANDY10-15-2005
9/16/2017,Kansas State @ Vanderbilt,Kansas State-Vanderbilt09-16-2017,Kansas State,Vanderbilt,KSU,VANDY,N/A,433095,ESPNU,KSU@VANDY09-16-2017
11/4/2017,Western Kentucky @ Vanderbilt,Western Kentucky-Vanderbilt11-04-2017,Western Kentucky,Vanderbilt,WKU,VANDY,N/A,85688,ESPNU,WKU@VANDY11-04-2017
10/22/2016,Tennessee St @ Vanderbilt,Tennessee State-Vanderbilt10-22-2016,Tennessee State,Vanderbilt,TNSTATE,VANDY,0.1,152051,ESPNU,TNSTATE@VANDY10-22-2016
11/1/2014,Old Doninion @ Vandy,Old Dominion-Vanderbilt11-01-2014,Old Dominion,Vanderbilt,ODU,VANDY,0,63186,ESPNU,ODU@VANDY11-01-2014
10/13/2012,UF @ VU,Florida-Vanderbilt10-13-2012,Florida,Vanderbilt,UF,VANDY,1,1120150,ESPNU,UF@VANDY10-13-2012
10/22/2011,Army @ VU,Army-Vanderbilt10-22-2011,Army,Vanderbilt,ARMY,VANDY,0.2,174247,ESPNU,ARMY@VANDY10-22-2011
9/7/2002,S. Carolina @ Virginia,South Carolina-Virginia09-07-2002,South Carolina,Virginia,SCAR,UVA,1.43,N/A,ESPN,SCAR@UVA09-07-2002
8/31/2013,ALA vs. Virginia Tech,Alabama-Virginia Tech08-31-2013,Alabama,Virginia Tech,UA,VT,3,5168771,ESPN,UA@VT08-31-2013
9/5/2009,ALA vs VA Tech,Alabama-Virginia Tech09-05-2009,Alabama,Virginia Tech,UA,VT,4.2,N/A,ESPN,UA@VT09-05-2009
9/6/2008,Ole Miss @ Wake Forest (ABC),Mississippi (Ole Miss)-Wake Forest09-06-2008,Mississippi (Ole Miss),Wake Forest,OM,WF,2.88,N/A,ABC,OM@WF09-06-2008
11/24/2012,VU @ Wake Forest,Vanderbilt-Wake Forest11-24-2012,Vanderbilt,Wake Forest,VANDY,WF,0.1,98635,ESPNU,VANDY@WF11-24-2012
11/26/2011,VU @ Wake Forest,Vanderbilt-Wake Forest11-26-2011,Vanderbilt,Wake Forest,VANDY,WF,0.1,100493,ESPNU,VANDY@WF11-26-2011
9/5/2009,LSU @ Wash,LSU-Washington09-05-2009,LSU,Washington,LSU,WASH,2.5,N/A,ESPN,LSU@WASH09-05-2009
9/17/2011,LSU @ WVU,LSU-West Virginia09-17-2011,LSU,West Virginia,LSU,WVU,4.1,6502638,ESPN,LSU@WVU09-17-2011
